ID,Sex,Bachelor,Age,Graduated,Career,Work Experience,Family Expenses,Family  Size,Variable,Description
1462225519,Male,Yes,53,Yes,Scientist,4,Average,2,Dog_6,The specimen is reliable and experienced.
1462225589,Male,Yes,48,Yes,Fashion Designer,7,Average,2,Dog_6,The specimen is reliable and experienced.
1462222676,Female,No,20,No,Content Creation,1,Low,2,Dog_3,The specimen is responsible and hardworking.
1462225957,Female,Yes,36,Yes,Fashion Designer,7,Average,2,Dog_6,The specimen is reliable and experienced.
1462218800,Female,No,22,No,Content Creation,0,Low,1,Dog_5,The specimen is responsible and hardworking.
1462218590,Female,,19,No,Doctor,6,Low,5,Dog_3,The specimen is rather joyful than responsible.
1462222003,Male,No,25,Yes,Fashion Designer,2,Low,1,Dog_6,The specimen is responsible and hardworking.
1462222097,Female,No,30,Yes,Scientist,0,Low,4,Dog_3,The specimen is reliable and experienced.
1462219133,Male,Yes,46,No,Singer,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462220806,Male,Yes,56,No,Doctor,0,High,4,Dog_7,The specimen is reliable and experienced.
1462226497,Male,Yes,37,Yes,Singer,1,Low,2,Dog_3,The specimen is reliable and experienced.
1462219114,Female,No,30,Yes,Fashion Designer,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462220612,Female,Yes,29,No,Housewife,,Average,2,Dog_4,The specimen is responsible and hardworking.
1462221525,Male,Yes,55,Yes,Singer,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462225042,Female,Yes,51,No,Doctor,0,High,3,Dog_4,The specimen is reliable and experienced.
1462219234,Male,Yes,61,Yes,Singer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462222095,Male,No,22,No,Content Creation,4,Low,3,Dog_6,The specimen is responsible and hardworking.
1462224050,Male,Yes,66,No,HR,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462225748,Female,No,19,No,Doctor,4,Low,5,,The specimen is rather joyful than responsible.
1462220988,Male,Yes,51,Yes,Scientist,,Low,3,Dog_6,The specimen is reliable and experienced.
1462220403,Female,No,41,Yes,Fashion Designer,3,Low,3,Dog_6,The specimen is reliable and experienced.
1462222917,Male,Yes,75,Yes,Lawyer,2,Low,1,Dog_6,The specimen is reliable and experienced.
1462222471,Female,Yes,60,Yes,Fashion Designer,2,Average,2,Dog_3,The specimen is reliable and experienced.
1462222912,Female,Yes,39,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462224076,Female,Yes,47,Yes,Scientist,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462219578,Male,No,20,No,Doctor,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462220023,Female,Yes,32,Yes,HR,4,High,3,Dog_7,The specimen is reliable and experienced.
1462221732,Female,No,22,No,Scientist,1,Low,4,Dog_7,The specimen is responsible and hardworking.
1462220972,Male,Yes,47,No,Singer,0,High,5,Dog_6,The specimen is reliable and experienced.
1462220356,Male,No,29,No,Singer,0,Low,3,Dog_6,The specimen is responsible and hardworking.
1462225930,Female,Yes,50,Yes,Singer,4,Low,2,Dog_6,The specimen is reliable and experienced.
1462226407,Male,No,36,No,Content Creation,,Low,4,Dog_4,The specimen is reliable and experienced.
1462219316,Female,Yes,50,Yes,HR,4,High,3,Dog_6,The specimen is reliable and experienced.
1462225726,Male,No,18,No,Doctor,9,Low,3,Dog_6,The specimen is rather joyful than responsible.
1462223541,Female,Yes,88,Yes,Lawyer,0,High,3,Dog_6,The specimen is reliable and experienced.
1462223828,Male,No,20,No,Doctor,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462222362,Female,No,42,Yes,Scientist,11,Low,1,Dog_6,The specimen is reliable and experienced.
1462223289,Female,Yes,52,No,,7,Average,7,Dog_4,The specimen is reliable and experienced.
1462226359,Female,Yes,48,Yes,Fashion Designer,1,Average,7,Dog_6,The specimen is reliable and experienced.
1462219588,Male,Yes,45,Yes,HR,0,High,4,Dog_6,The specimen is reliable and experienced.
1462223271,Male,No,51,Yes,Fashion Designer,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462225223,Male,Yes,25,Yes,HR,8,High,2,Dog_6,The specimen is responsible and hardworking.
1462221893,Female,No,25,No,HR,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462225557,Female,No,30,Yes,Doctor,9,Low,3,Dog_6,The specimen is reliable and experienced.
1462225896,Female,Yes,33,Yes,Doctor,,Average,2,Dog_6,The specimen is reliable and experienced.
1462226242,Female,No,31,Yes,Doctor,0,Low,3,Dog_2,The specimen is reliable and experienced.
1462219944,Female,,28,No,Scientist,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462225140,Male,,23,No,Doctor,3,Low,4,Dog_4,The specimen is responsible and hardworking.
1462223579,Male,Yes,46,No,Singer,1,High,3,Dog_6,The specimen is reliable and experienced.
1462218546,,Yes,59,Yes,Lawyer,7,High,2,Dog_6,The specimen is reliable and experienced.
1462223667,Male,Yes,78,No,HR,0,High,2,Dog_6,The specimen is reliable and experienced.
1462219516,Female,,28,Yes,Doctor,4,Low,8,Dog_3,The specimen is responsible and hardworking.
1462219879,Male,No,18,No,Doctor,,Low,3,Dog_6,The specimen is rather joyful than responsible.
1462224506,Male,No,27,Yes,Singer,9,Low,1,Dog_6,The specimen is responsible and hardworking.
1462218990,Male,,52,Yes,Fashion Designer,1,Average,5,Dog_4,The specimen is reliable and experienced.
1462222642,Male,Yes,63,Yes,Singer,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462218492,Female,No,26,Yes,Scientist,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462224616,Male,No,30,Yes,Doctor,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462219844,Male,No,23,No,Doctor,1,Low,3,Dog_1,The specimen is responsible and hardworking.
1462222289,Male,Yes,65,Yes,Lawyer,0,Low,2,Dog_1,The specimen is reliable and experienced.
1462223254,Male,No,33,Yes,Singer,0,Low,4,Dog_6,The specimen is reliable and experienced.
1462224469,Male,No,29,No,Scientist,,Low,4,Dog_4,The specimen is responsible and hardworking.
1462225335,Male,Yes,67,Yes,Scientist,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462225742,Male,Yes,50,Yes,Fashion Designer,0,Average,3,Dog_2,The specimen is reliable and experienced.
1462221615,Male,Yes,52,Yes,Fashion Designer,1,Low,4,Dog_6,The specimen is reliable and experienced.
1462225391,Male,Yes,55,Yes,HR,0,High,9,Dog_6,The specimen is reliable and experienced.
1462224258,Female,No,41,Yes,Scientist,0,Low,1,Dog_4,The specimen is reliable and experienced.
1462220692,Female,Yes,48,,Content Creation,9,Low,1,Dog_6,The specimen is reliable and experienced.
1462226506,Female,Yes,51,Yes,Fashion Designer,0,Low,,Dog_6,The specimen is reliable and experienced.
1462220048,Male,No,18,No,Scientist,1,Low,6,Dog_6,The specimen is rather joyful than responsible.
1462225549,Female,No,41,No,Scientist,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462223366,Male,Yes,35,No,Scientist,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462225697,Female,Yes,61,Yes,Fashion Designer,0,Average,3,Dog_4,The specimen is reliable and experienced.
1462224950,Male,No,25,Yes,Doctor,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462219370,Female,Yes,62,Yes,Scientist,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462223068,Male,Yes,84,Yes,Lawyer,,Low,1,Dog_6,The specimen is reliable and experienced.
1462219350,Male,Yes,39,Yes,Doctor,1,Average,2,Dog_6,The specimen is reliable and experienced.
1462224431,Female,Yes,49,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462223528,Male,Yes,62,Yes,Fashion Designer,1,Average,3,Dog_3,The specimen is reliable and experienced.
1462221872,Female,No,20,No,Doctor,4,Low,,,The specimen is responsible and hardworking.
1462223648,Female,No,18,No,Doctor,6,Low,3,Dog_6,The specimen is rather joyful than responsible.
1462222299,Male,Yes,51,Yes,Fashion Designer,,Low,2,Dog_6,The specimen is reliable and experienced.
1462219926,Female,No,32,No,Content Creation,,Low,1,Dog_4,The specimen is reliable and experienced.
1462219666,Male,Yes,30,No,Scientist,11,Average,2,Dog_3,The specimen is reliable and experienced.
1462224490,Male,No,31,Yes,Fashion Designer,1,Low,3,Dog_6,The specimen is reliable and experienced.
1462218514,Male,No,,No,Doctor,1,Low,3,Dog_2,The specimen is reliable and experienced.
1462221319,Female,Yes,79,Yes,Lawyer,14,High,3,Dog_6,The specimen is reliable and experienced.
1462221934,Male,Yes,40,No,HR,9,Average,2,Dog_6,The specimen is reliable and experienced.
1462223721,Male,No,23,No,Scientist,4,Low,3,Dog_6,The specimen is responsible and hardworking.
1462220329,Female,No,35,Yes,Singer,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462221883,Female,Yes,37,Yes,Fashion Designer,5,High,3,Dog_6,The specimen is reliable and experienced.
1462220316,Male,Yes,37,No,Fashion Designer,,Average,3,Dog_4,The specimen is reliable and experienced.
1462219596,Female,No,43,Yes,Scientist,0,Low,1,Dog_3,The specimen is reliable and experienced.
1462222618,Male,Yes,79,No,Lawyer,9,Low,3,Dog_6,The specimen is reliable and experienced.
1462220426,Male,No,28,Yes,Fashion Designer,9,Low,1,Dog_6,The specimen is responsible and hardworking.
1462222176,Female,No,35,Yes,Fashion Designer,12,Low,3,Dog_6,The specimen is reliable and experienced.
1462219952,Female,Yes,38,Yes,Fashion Designer,2,Low,1,Dog_4,The specimen is reliable and experienced.
1462222396,Male,Yes,46,No,Fashion Designer,3,Average,2,,The specimen is reliable and experienced.
1462220494,Male,No,42,Yes,Singer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462222086,Male,No,29,No,Singer,0,Low,8,Dog_4,The specimen is responsible and hardworking.
1462219676,Male,Yes,37,No,Scientist,4,Average,2,Dog_6,The specimen is reliable and experienced.
1462221131,Male,No,20,No,Doctor,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462225213,Male,No,43,No,Singer,0,Low,1,Dog_4,The specimen is reliable and experienced.
1462223574,Male,Yes,71,Yes,Lawyer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462222211,Female,Yes,32,Yes,Housewife,0,Low,3,Dog_5,The specimen is reliable and experienced.
1462225605,Male,Yes,60,Yes,HR,1,High,6,Dog_2,The specimen is reliable and experienced.
1462224219,Male,No,53,Yes,Fashion Designer,2,Low,2,Dog_2,The specimen is reliable and experienced.
1462225603,Male,Yes,62,Yes,Fashion Designer,10,Low,1,Dog_6,The specimen is reliable and experienced.
1462220882,Female,No,19,No,Doctor,0,Low,5,Dog_2,The specimen is rather joyful than responsible.
1462224547,Male,Yes,33,Yes,Fashion Designer,2,Low,,Dog_3,The specimen is reliable and experienced.
1462224601,Male,No,21,No,Doctor,1,Low,4,Dog_4,The specimen is responsible and hardworking.
1462224006,Female,Yes,51,Yes,Fashion Designer,8,Low,2,Dog_6,The specimen is reliable and experienced.
1462226017,Female,No,27,No,Fashion Designer,,Low,4,Dog_4,The specimen is responsible and hardworking.
1462224533,Female,Yes,43,No,Scientist,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462221821,Male,Yes,25,No,Scientist,,Average,3,Dog_4,The specimen is responsible and hardworking.
1462224322,Female,Yes,61,Yes,Fashion Designer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462223989,Male,Yes,71,Yes,Lawyer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462223602,Female,No,28,Yes,Housewife,,Low,1,Dog_6,The specimen is responsible and hardworking.
1462221062,Male,Yes,59,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462224523,Male,Yes,57,Yes,Scientist,5,Average,2,Dog_6,The specimen is reliable and experienced.
1462220486,Male,No,35,Yes,Fashion Designer,4,Low,2,Dog_6,The specimen is reliable and experienced.
1462220615,Female,Yes,72,Yes,Fashion Designer,3,Average,3,Dog_6,The specimen is reliable and experienced.
1462221673,Male,Yes,50,Yes,HR,0,High,4,Dog_6,The specimen is reliable and experienced.
1462219437,Male,No,51,No,Singer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462219153,Male,No,45,Yes,Fashion Designer,1,Low,5,Dog_6,The specimen is reliable and experienced.
1462220938,Female,No,38,Yes,Scientist,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462222913,Female,Yes,59,Yes,Fashion Designer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462222338,Female,No,33,No,Scientist,,Low,3,Dog_6,The specimen is reliable and experienced.
1462220381,Male,Yes,40,No,HR,7,Low,4,Dog_6,The specimen is reliable and experienced.
1462221546,Male,No,19,No,Scientist,7,Low,5,Dog_2,The specimen is rather joyful than responsible.
1462222695,Male,Yes,37,Yes,Singer,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462224879,Male,Yes,42,No,Scientist,5,Average,5,Dog_6,The specimen is reliable and experienced.
1462224738,Male,Yes,48,Yes,Fashion Designer,4,Low,1,Dog_6,The specimen is reliable and experienced.
1462226084,Male,Yes,50,,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462222266,Male,No,32,Yes,Scientist,7,Low,4,Dog_6,The specimen is reliable and experienced.
1462219789,Female,No,72,Yes,Lawyer,0,Low,,Dog_6,The specimen is reliable and experienced.
1462225534,Female,No,30,Yes,Doctor,0,Low,6,Dog_3,The specimen is reliable and experienced.
1462223560,Male,Yes,56,Yes,HR,,High,9,Dog_6,The specimen is reliable and experienced.
1462223937,Male,Yes,51,Yes,Scientist,8,Average,3,Dog_4,The specimen is reliable and experienced.
1462224252,Male,Yes,62,Yes,,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462221964,Male,No,22,No,Doctor,9,Low,5,Dog_4,The specimen is responsible and hardworking.
1462221715,Male,No,23,No,Doctor,,Low,5,Dog_6,The specimen is responsible and hardworking.
1462223027,Male,No,18,No,Doctor,0,Low,3,Dog_3,The specimen is rather joyful than responsible.
1462222305,Male,No,18,No,Doctor,0,Low,3,Dog_2,The specimen is rather joyful than responsible.
1462222728,Male,Yes,70,Yes,Fashion Designer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462222861,Female,No,42,Yes,Fashion Designer,7,Low,3,Dog_6,The specimen is reliable and experienced.
1462224499,Female,Yes,75,Yes,Fashion Designer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462221240,Female,Yes,62,Yes,Fashion Designer,3,Low,2,Dog_6,The specimen is reliable and experienced.
1462222822,Male,No,33,No,Content Creation,0,Low,4,Dog_3,The specimen is reliable and experienced.
1462224137,Female,No,36,Yes,Housewife,6,Low,1,Dog_3,The specimen is reliable and experienced.
1462225324,Male,Yes,46,Yes,Fashion Designer,5,Average,2,Dog_3,The specimen is reliable and experienced.
1462222696,Male,Yes,35,No,Fashion Designer,0,Low,6,Dog_4,The specimen is reliable and experienced.
1462223356,Male,No,29,Yes,Singer,8,Low,3,Dog_6,The specimen is responsible and hardworking.
1462226224,Male,Yes,36,Yes,Fashion Designer,1,Average,2,Dog_2,The specimen is reliable and experienced.
1462218778,Female,Yes,43,No,Scientist,1,Low,3,Dog_7,The specimen is reliable and experienced.
1462219988,Female,No,21,No,,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462224982,Female,No,37,Yes,Doctor,,Low,1,Dog_6,The specimen is reliable and experienced.
1462222275,Male,No,39,Yes,Fashion Designer,8,Low,3,Dog_6,The specimen is reliable and experienced.
1462223953,Female,No,48,Yes,Fashion Designer,6,Low,1,Dog_6,The specimen is reliable and experienced.
1462222818,Female,No,23,No,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462223769,Male,No,22,No,Doctor,,Low,4,Dog_6,The specimen is responsible and hardworking.
1462225111,Male,Yes,50,Yes,Scientist,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462224810,Female,Yes,28,Yes,HR,8,High,2,Dog_6,The specimen is responsible and hardworking.
1462226416,Male,No,,No,Scientist,0,Low,4,Dog_4,The specimen is reliable and experienced.
1462224863,Female,No,23,No,Doctor,9,Low,3,Dog_6,The specimen is responsible and hardworking.
1462221998,Male,Yes,46,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462222209,Male,No,25,Yes,Scientist,8,Low,5,Dog_6,The specimen is responsible and hardworking.
1462224677,Male,No,19,No,Doctor,1,Low,6,Dog_4,The specimen is rather joyful than responsible.
1462220267,Female,No,23,No,Doctor,0,Low,5,Dog_5,The specimen is responsible and hardworking.
1462224549,Female,Yes,25,No,Housewife,11,Average,3,Dog_6,The specimen is responsible and hardworking.
1462220838,Female,No,22,No,Doctor,5,Low,3,Dog_2,The specimen is responsible and hardworking.
1462225919,Male,Yes,39,Yes,Fashion Designer,0,Average,3,Dog_6,The specimen is reliable and experienced.
1462218666,Female,No,40,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462223896,Male,No,23,No,,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462225221,Male,No,25,No,Singer,8,Low,2,Dog_4,The specimen is responsible and hardworking.
1462225489,Female,No,23,No,Doctor,1,Low,4,Dog_3,The specimen is responsible and hardworking.
1462223611,Male,Yes,48,No,Singer,5,Average,2,Dog_2,The specimen is reliable and experienced.
1462221933,Female,No,23,No,Scientist,1,Low,,Dog_6,The specimen is responsible and hardworking.
1462226034,Female,No,25,No,Scientist,2,Low,1,Dog_4,The specimen is responsible and hardworking.
1462221656,Female,No,28,No,Doctor,8,Low,4,Dog_3,The specimen is responsible and hardworking.
1462220051,Male,Yes,43,No,Fashion Designer,7,High,4,Dog_6,The specimen is reliable and experienced.
1462221422,Male,Yes,28,No,HR,1,High,5,Dog_6,The specimen is responsible and hardworking.
1462221555,Female,No,48,Yes,Fashion Designer,1,Low,1,Dog_7,The specimen is reliable and experienced.
1462224893,Male,Yes,52,Yes,Fashion Designer,1,Average,4,Dog_6,The specimen is reliable and experienced.
1462221070,Female,No,23,No,Scientist,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462219307,Female,No,37,Yes,Fashion Designer,9,Low,1,Dog_2,The specimen is reliable and experienced.
1462219900,Female,No,25,Yes,Doctor,8,Low,4,Dog_5,The specimen is responsible and hardworking.
1462223058,Female,Yes,69,Yes,Fashion Designer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462225482,Female,Yes,70,No,Scientist,0,Average,2,Dog_4,The specimen is reliable and experienced.
1462225144,Male,No,22,No,Doctor,1,Low,4,Dog_4,The specimen is responsible and hardworking.
1462226330,Female,Yes,73,Yes,Lawyer,1,High,2,Dog_6,The specimen is reliable and experienced.
1462225885,Male,No,25,Yes,Singer,7,Low,3,Dog_6,The specimen is responsible and hardworking.
1462220374,Male,No,27,Yes,Doctor,8,Low,4,Dog_6,The specimen is responsible and hardworking.
1462220695,Male,Yes,48,No,Fashion Designer,3,Average,4,Dog_6,The specimen is reliable and experienced.
1462224380,Female,Yes,47,No,Scientist,,Average,5,Dog_4,The specimen is reliable and experienced.
1462219508,Female,No,55,Yes,Singer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462221782,Male,Yes,61,Yes,Singer,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462220649,Female,No,26,Yes,Scientist,0,Low,3,Dog_6,The specimen is responsible and hardworking.
1462221753,Female,No,32,No,,0,Low,4,Dog_4,The specimen is reliable and experienced.
1462219984,Male,Yes,47,No,HR,0,Low,4,Dog_4,The specimen is reliable and experienced.
1462226259,Male,No,28,No,Doctor,4,Low,5,Dog_7,The specimen is responsible and hardworking.
1462223899,Male,Yes,56,Yes,Fashion Designer,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462218651,Male,Yes,59,No,Fashion Designer,2,Average,2,Dog_4,The specimen is reliable and experienced.
1462221690,Male,,22,No,Doctor,1,High,,Dog_3,The specimen is responsible and hardworking.
1462225284,Male,Yes,49,Yes,Fashion Designer,1,Low,2,Dog_6,The specimen is reliable and experienced.
1462222983,Male,Yes,53,Yes,Fashion Designer,1,Average,3,Dog_6,The specimen is reliable and experienced.
1462220073,Male,Yes,39,Yes,Singer,1,Low,4,Dog_4,The specimen is reliable and experienced.
1462225295,Male,Yes,50,Yes,HR,0,High,3,Dog_6,The specimen is reliable and experienced.
1462220058,Male,No,40,Yes,Doctor,8,Low,3,Dog_2,The specimen is reliable and experienced.
1462219411,Male,Yes,39,No,HR,1,High,7,Dog_4,The specimen is reliable and experienced.
1462222067,Male,No,22,No,Doctor,9,Low,4,Dog_6,The specimen is responsible and hardworking.
1462219748,Female,Yes,38,Yes,Fashion Designer,1,Average,3,Dog_4,The specimen is reliable and experienced.
1462226187,Male,No,29,No,Fashion Designer,0,Low,5,Dog_4,The specimen is responsible and hardworking.
1462218482,Male,No,,No,Doctor,1,Low,4,Dog_4,The specimen is reliable and experienced.
1462222077,Female,No,37,Yes,Fashion Designer,7,Low,4,Dog_4,The specimen is reliable and experienced.
1462226250,Female,Yes,40,Yes,Fashion Designer,9,Average,2,Dog_2,The specimen is reliable and experienced.
1462222155,Female,No,30,Yes,Singer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462226105,Female,Yes,38,Yes,Fashion Designer,5,High,3,Dog_4,The specimen is reliable and experienced.
1462224047,Female,Yes,33,Yes,Fashion Designer,8,Average,3,Dog_6,The specimen is reliable and experienced.
1462224152,Male,No,31,Yes,Fashion Designer,9,Low,1,Dog_6,The specimen is reliable and experienced.
1462224470,Male,Yes,72,No,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462221462,Female,No,38,Yes,Fashion Designer,,Low,1,Dog_3,The specimen is reliable and experienced.
1462224518,Male,Yes,66,Yes,Fashion Designer,0,Low,4,Dog_2,The specimen is reliable and experienced.
1462219593,Male,No,23,No,Doctor,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462225573,Female,Yes,57,Yes,Fashion Designer,0,High,2,Dog_6,The specimen is reliable and experienced.
1462221244,Female,No,32,No,Content Creation,0,Low,4,Dog_6,The specimen is reliable and experienced.
1462219815,Female,Yes,45,No,Fashion Designer,6,Low,1,Dog_6,The specimen is reliable and experienced.
1462218510,Male,No,35,,Fashion Designer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462221351,Male,No,39,Yes,Content Creation,1,Low,4,Dog_3,The specimen is reliable and experienced.
1462223617,Female,Yes,43,Yes,Doctor,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462225061,Male,No,40,Yes,Fashion Designer,2,Low,1,Dog_3,The specimen is reliable and experienced.
1462223729,Male,No,42,Yes,Fashion Designer,8,Low,1,Dog_6,The specimen is reliable and experienced.
1462218885,Female,Yes,51,Yes,Scientist,1,Average,3,Dog_1,The specimen is reliable and experienced.
1462220083,Male,Yes,57,Yes,Fashion Designer,1,Average,5,Dog_6,The specimen is reliable and experienced.
1462223533,Female,Yes,27,No,Fashion Designer,,Low,2,Dog_6,The specimen is responsible and hardworking.
1462224504,Male,Yes,43,Yes,Singer,,Low,4,Dog_3,The specimen is reliable and experienced.
1462225423,Male,No,27,No,Doctor,10,Low,5,Dog_6,The specimen is responsible and hardworking.
1462218791,Female,Yes,49,No,Scientist,,Average,4,Dog_4,The specimen is reliable and experienced.
1462219152,Female,No,23,No,Content Creation,3,Low,3,Dog_6,The specimen is responsible and hardworking.
1462221298,Male,Yes,52,Yes,Singer,0,Average,6,Dog_4,The specimen is reliable and experienced.
1462219216,Male,Yes,43,Yes,Doctor,7,High,2,Dog_6,The specimen is reliable and experienced.
1462221985,Male,Yes,46,Yes,HR,,High,4,Dog_3,The specimen is reliable and experienced.
1462222188,Male,Yes,26,Yes,Fashion Designer,0,Average,2,Dog_6,The specimen is responsible and hardworking.
1462218595,Male,No,47,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462220095,Female,No,42,Yes,Fashion Designer,0,Low,2,Dog_6,The specimen is reliable and experienced.
1462224348,Male,No,18,No,Doctor,5,Low,4,Dog_4,The specimen is rather joyful than responsible.
1462222711,Male,No,27,Yes,Fashion Designer,10,Low,3,Dog_6,The specimen is responsible and hardworking.
1462224548,Female,No,22,No,Doctor,0,Low,4,Dog_6,The specimen is responsible and hardworking.
1462226331,Male,Yes,66,No,Content Creation,1,Low,4,Dog_6,The specimen is reliable and experienced.
1462222470,Female,No,39,Yes,Fashion Designer,7,Low,1,Dog_6,The specimen is reliable and experienced.
1462221864,Female,Yes,25,No,Scientist,4,Average,5,Dog_4,The specimen is responsible and hardworking.
1462219279,Male,Yes,52,Yes,HR,0,High,4,Dog_6,The specimen is reliable and experienced.
1462218816,Female,No,36,Yes,Singer,10,Low,2,Dog_6,The specimen is reliable and experienced.
1462219095,Male,No,21,No,Doctor,9,Low,5,Dog_6,The specimen is responsible and hardworking.
1462225014,Female,No,22,No,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462225282,Female,Yes,48,Yes,Scientist,0,Average,4,Dog_6,The specimen is reliable and experienced.
1462221625,Male,Yes,36,Yes,Fashion Designer,,Average,2,Dog_6,The specimen is reliable and experienced.
1462221669,Female,Yes,40,Yes,Fashion Designer,0,Low,1,Dog_6,The specimen is reliable and experienced.
1462218863,Male,Yes,33,No,Scientist,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462219781,Male,Yes,67,Yes,Fashion Designer,10,Low,1,Dog_6,The specimen is reliable and experienced.
1462223236,Female,No,31,Yes,Doctor,9,Low,3,Dog_2,The specimen is reliable and experienced.
1462219197,Female,No,61,Yes,Content Creation,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462221965,Male,Yes,65,Yes,Fashion Designer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462223295,Male,No,20,No,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462225842,Male,No,21,No,Doctor,1,Low,3,Dog_6,The specimen is responsible and hardworking.
1462222709,Male,Yes,47,No,HR,1,High,7,Dog_2,The specimen is reliable and experienced.
1462224385,Male,Yes,70,Yes,Lawyer,8,Average,2,Dog_6,The specimen is reliable and experienced.
1462224301,Female,No,43,Yes,Fashion Designer,1,Low,1,Dog_3,The specimen is reliable and experienced.
1462223004,Female,Yes,37,Yes,Fashion Designer,,Average,3,Dog_7,The specimen is reliable and experienced.
1462221595,Male,Yes,68,Yes,Fashion Designer,2,Low,1,Dog_6,The specimen is reliable and experienced.
1462222186,Male,Yes,60,No,Scientist,0,Average,2,Dog_6,The specimen is reliable and experienced.
1462222921,Male,No,33,Yes,Singer,9,Low,6,Dog_6,The specimen is reliable and experienced.
1462223978,Male,Yes,78,Yes,Lawyer,0,High,5,Dog_6,The specimen is reliable and experienced.
1462222030,Male,Yes,39,Yes,Singer,9,Low,2,Dog_6,The specimen is reliable and experienced.
1462219819,Male,Yes,53,Yes,Scientist,0,Low,3,Dog_6,The specimen is reliable and experienced.
1462225988,Male,Yes,26,No,Fashion Designer,1,Low,4,Dog_6,The specimen is responsible and hardworking.
1462223599,Female,No,37,No,Housewife,,Low,2,Dog_1,The specimen is reliable and experienced.
1462219385,Female,Yes,35,,,8,Average,4,Dog_4,The specimen is reliable and experienced.
1462219840,Female,No,41,Yes,Fashion Designer,2,Low,1,Dog_6,The specimen is reliable and experienced.
1462223884,Female,No,36,No,Scientist,,Low,1,Dog_6,The specimen is reliable and experienced.
1462219526,Male,Yes,40,Yes,Doctor,6,High,2,Dog_6,The specimen is reliable and experienced.
1462226294,Male,Yes,68,No,Singer,1,Low,1,Dog_6,The specimen is reliable and experienced.
1462224255,Male,,20,No,Content Creation,3,Low,2,Dog_3,The specimen is responsible and hardworking.
1462222531,Female,No,29,Yes,Fashion Designer,8,Low,1,Dog_6,The specimen is responsible and hardworking.
1462221254,Male,No,36,Yes,Fashion Designer,6,Low,3,Dog_2,The specimen is reliable and experienced.
